container_name,member_name,member_path_hint,member_kind,library_group,member_size_bytes,member_size_gb,candidate_use,license_status,sha256_status,processing_allowed,reason_blocked
THEOS-2 Sample Images-20260620T002637Z-3-022.zip,THEOS-2 Sample Images/Disaster/IMG_T2V_20250730033331_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-022.zip::THEOS-2 Sample Images/Disaster/IMG_T2V_20250730033331_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-022.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250730033305_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-022.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250730033305_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-022.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-022.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,48399925,0.048,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-019.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20240821033931_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-019.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20240821033931_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,1674199586,1.674,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-019.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_P_32/IMG_T2V_20240115032611_ORTHO_P_32.TIF.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-019.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_P_32/IMG_T2V_20240115032611_ORTHO_P_32.TIF.ovr,overview,theos2_optical,220584882,0.221,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-019.zip,THEOS-2 Sample Images/LULC/IMG_T2V_20250731035100_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-019.zip::THEOS-2 Sample Images/LULC/IMG_T2V_20250731035100_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,42012,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-019.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250209034640_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-019.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250209034640_ORTHO_PMS_32.tfw,file,theos2_optical,89,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-019.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_P_32/PREVIEW_T2V_20240115032611_ORTHO_P_32.KMZ,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-019.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_P_32/PREVIEW_T2V_20240115032611_ORTHO_P_32.KMZ,file,theos2_optical,415841,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-019.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_MS_32/PREVIEW_T2V_20240115032611_ORTHO_MS_32.JPG,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-019.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_MS_32/PREVIEW_T2V_20240115032611_ORTHO_MS_32.JPG,file,theos2_optical,395687,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-019.zip,THEOS-2 Sample Images/Preview_All_Imagery.pdf,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-019.zip::THEOS-2 Sample Images/Preview_All_Imagery.pdf,file,theos2_optical,2193829,0.002,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32_2.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32_2.tif.ovr,overview,theos2_optical,1252306700,1.252,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250209034640_ORTHO_PMS_32.TIF.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250209034640_ORTHO_PMS_32.TIF.ovr,overview,theos2_optical,275057484,0.275,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20241229034032_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20241229034032_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,301802700,0.302,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20240821033931_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20240821033931_ORTHO_PMS_32.tfw,file,theos2_optical,89,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/PREVIEW_T2V_20240115032611_PRIMARY_MS_32.KMZ,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/PREVIEW_T2V_20240115032611_PRIMARY_MS_32.KMZ,file,theos2_optical,398667,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_P_32/RPC_T2V_20240115032611_PRIMARY_P_32.XML,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_P_32/RPC_T2V_20240115032611_PRIMARY_P_32.XML,file,theos2_optical,11425,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-010.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-010.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif.ovr,overview,theos2_optical,100820054,0.101,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-018.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20241229034032_ORTHO_PMS_32.tif,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-018.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20241229034032_ORTHO_PMS_32.tif,image_tiff,theos2_optical,880391768,0.88,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-018.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-018.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif.ovr,overview,theos2_optical,1211402466,1.211,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-018.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32_2.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-018.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32_2.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-018.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241203033748_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-018.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241203033748_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,52940,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-018.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-018.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-018.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/MS/IMG_T2V_20250608033424_PRIMARY_MS_32.IMD,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-018.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/MS/IMG_T2V_20250608033424_PRIMARY_MS_32.IMD,file,theos2_optical,122165,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-018.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_P_32/PREVIEW_T2V_20240115032611_PRIMARY_P_32.KMZ,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-018.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_P_32/PREVIEW_T2V_20240115032611_PRIMARY_P_32.KMZ,file,theos2_optical,362725,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-012.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32_2.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-012.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32_2.tif.ovr,overview,theos2_optical,1738833858,1.739,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-012.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20241229034032_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-012.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20241229034032_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,50994,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-012.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20240821033931_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-012.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20240821033931_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,45564,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-012.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-012.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-012.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-012.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif.aux.xml,file,theos2_optical,40334,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-012.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_P_32/PREVIEW_T2V_20240115032611_PRIMARY_P_32.JPG,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-012.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_P_32/PREVIEW_T2V_20240115032611_PRIMARY_P_32.JPG,file,theos2_optical,303029,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-012.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PAN/IMG_T2V_20250608033424_PRIMARY_P_32.TIF.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-012.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PAN/IMG_T2V_20250608033424_PRIMARY_P_32.TIF.ovr,overview,theos2_optical,180435765,0.18,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-023.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241219034659_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-023.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241219034659_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,1580984642,1.581,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-023.zip,THEOS-2 Sample Images/LULC/IMG_T2V_20241224034201_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-023.zip::THEOS-2 Sample Images/LULC/IMG_T2V_20241224034201_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-023.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241219034659_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-023.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241219034659_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,55737,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-023.zip,THEOS-2 Sample Images/LULC/IMG_T2V_20250731035100_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-023.zip::THEOS-2 Sample Images/LULC/IMG_T2V_20250731035100_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-023.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20241229034032_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-023.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20241229034032_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-023.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/MS/IMG_T2V_20250608033424_PRIMARY_MS_32.TIF.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-023.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/MS/IMG_T2V_20250608033424_PRIMARY_MS_32.TIF.ovr,overview,theos2_optical,44688075,0.045,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-017.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20240821033931_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-017.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20240821033931_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,1674199586,1.674,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-017.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250209034640_ORTHO_PMS_32.TIF.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-017.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250209034640_ORTHO_PMS_32.TIF.aux.xml,file,theos2_optical,28361,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-017.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250730033305_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-017.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250730033305_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,50303,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-017.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-017.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,24924,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-017.zip,THEOS-2 Sample Images/Disaster/IMG_T2V_20250730033331_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-017.zip::THEOS-2 Sample Images/Disaster/IMG_T2V_20250730033331_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,46494,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-017.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PSH/IMG_T2V_20250603033815_PRIMARY_PMS_32.IMD,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-017.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PSH/IMG_T2V_20250603033815_PRIMARY_PMS_32.IMD,file,theos2_optical,195261,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
